Channel_Die,Start,End,Operation
6-2,1686900268,1688700268,WRITE
6-2,1691450268,1693250268,WRITE
6-2,1696000268,1697800268,WRITE
6-2,1700550268,1702350268,WRITE
6-2,1705100268,1706900268,WRITE
6-2,1709650268,1711450268,WRITE
6-2,1714200268,1716000268,WRITE
6-2,1718750268,1720550268,WRITE
6-2,1723300268,1725100268,WRITE
6-2,1727850268,1729650268,WRITE
6-2,1732400268,1734200268,WRITE
6-2,1736950268,1738750268,WRITE
6-2,1741500268,1743300268,WRITE
6-2,1746050268,1747850268,WRITE
6-2,1750600268,1752400268,WRITE
6-2,1755150268,1756950268,WRITE
6-2,1759700268,1761500268,WRITE
6-2,1764250268,1766050268,WRITE
6-2,1768800268,1770600268,WRITE
6-2,1773350268,1775150268,WRITE
6-2,1777900268,1779700268,WRITE
6-2,1782450268,1784250268,WRITE
6-2,1787000268,1788800268,WRITE
6-2,1791550268,1793350268,WRITE
6-2,1796100268,1797900268,WRITE
6-2,1800650268,1802450268,WRITE
6-2,1805200268,1807000268,WRITE
6-2,1809750268,1811550268,WRITE
6-2,1814300268,1816100268,WRITE
6-2,1818850268,1820650268,WRITE
6-2,1823400268,1825200268,WRITE
6-2,1827950268,1829750268,WRITE
6-2,1832500268,1834300268,WRITE
6-2,1837050268,1838850268,WRITE
6-2,1841600268,1843400268,WRITE
6-2,1846150268,1847950268,WRITE
6-2,1850700268,1852500268,WRITE
6-2,1855250268,1857050268,WRITE
6-2,1859800268,1861600268,WRITE
6-2,1864350268,1866150268,WRITE
6-2,1868900268,1870700268,WRITE
6-2,1873450268,1875250268,WRITE
6-2,1878000268,1879800268,WRITE
6-2,1882550268,1884350268,WRITE
6-2,1887100268,1888900268,WRITE
6-2,1891650268,1893450268,WRITE
6-2,1896200268,1898000268,WRITE
6-2,1900750268,1902550268,WRITE
6-2,1905300268,1907100268,WRITE
6-2,1909850268,1911650268,WRITE
6-2,1914400268,1916200268,WRITE
6-2,1918950268,1920750268,WRITE
6-2,1923500268,1925300268,WRITE
6-2,1928050268,1929850268,WRITE
6-2,1932600268,1934400268,WRITE
6-2,1937150268,1938950268,WRITE
6-2,1941700268,1943500268,WRITE
6-2,1946250268,1948050268,WRITE
6-2,1950800268,1952600268,WRITE
6-2,1955350268,1957150268,WRITE
6-2,1959900268,1961700268,WRITE
6-2,1964450268,1966250268,WRITE
6-2,1969000268,1970800268,WRITE
6-2,1973550268,1975350268,WRITE
6-2,1978100268,1979900268,WRITE
6-2,1982650268,1984450268,WRITE
6-2,1987200268,1989000268,WRITE
6-2,1991750268,1993550268,WRITE
6-2,1996300268,1998100268,WRITE
6-2,2000850268,2002650268,WRITE
6-2,2005400268,2007200268,WRITE
6-2,2009950268,2011750268,WRITE
6-2,2014500268,2016300268,WRITE
6-2,2019050268,2020850268,WRITE
6-2,2023600268,2025400268,WRITE
6-2,2028150268,2029950268,WRITE
6-2,2032700268,2034500268,WRITE
6-2,2037250268,2039050268,WRITE
6-2,2041800268,2043600268,WRITE
6-2,2046350268,2048150268,WRITE
6-2,2050900268,2052700268,WRITE
6-2,2055450268,2057250268,WRITE
6-2,2060000268,2061800268,WRITE
6-2,2064550268,2066350268,WRITE
6-2,2069100268,2070900268,WRITE
6-2,2073650268,2075450268,WRITE
6-2,2078200268,2080000268,WRITE
6-2,2082750268,2084550268,WRITE
6-2,2087300268,2089100268,WRITE
6-2,2091850268,2093650268,WRITE
6-2,2096400268,2098200268,WRITE
6-2,2100950268,2102750268,WRITE
6-2,2105500268,2107300268,WRITE
6-2,2110050268,2111850268,WRITE
6-2,2114600268,2116400268,WRITE
6-2,2119150268,2120950268,WRITE
6-2,2123700268,2125500268,WRITE
6-2,2128250268,2130050268,WRITE
6-2,2132800268,2134600268,WRITE
6-2,2137350268,2139150268,WRITE
6-2,2141900268,2143700268,WRITE
6-2,2146450268,2148250268,WRITE
6-2,2151000268,2152800268,WRITE
6-2,2155550268,2157350268,WRITE
6-2,2160100268,2161900268,WRITE
6-2,2164650268,2166450268,WRITE
6-2,2169200268,2171000268,WRITE
6-2,2173750268,2175550268,WRITE
6-2,2178300268,2180100268,WRITE
6-2,2182850268,2184650268,WRITE
6-2,2187400268,2189200268,WRITE
6-2,2191950268,2193750268,WRITE
6-2,2196500268,2198300268,WRITE
6-2,2201050268,2202850268,WRITE
6-2,2205600268,2207400268,WRITE
6-2,2210150268,2211950268,WRITE
6-2,2214700268,2216500268,WRITE
6-2,2219250268,2221050268,WRITE
6-2,2223800268,2225600268,WRITE
6-2,2228350268,2230150268,WRITE
6-2,2232900268,2234700268,WRITE
6-2,2237450268,2239250268,WRITE
6-2,2242000268,2243800268,WRITE
6-2,2246550268,2248350268,WRITE
6-2,2251100268,2252900268,WRITE
6-2,2255650268,2257450268,WRITE
6-2,2260200268,2262000268,WRITE
6-2,2264750268,2266550268,WRITE
6-2,2269300268,2271100268,WRITE
6-2,2273850268,2275650268,WRITE
6-2,2278400268,2280200268,WRITE
6-2,2282950268,2284750268,WRITE
6-2,2287500268,2289300268,WRITE
6-2,2292050268,2293850268,WRITE
6-2,2296600268,2298400268,WRITE
6-2,2301150268,2302950268,WRITE
6-2,2305700268,2307500268,WRITE
6-2,2310250268,2312050268,WRITE
6-2,2314800268,2316600268,WRITE
6-2,2319350268,2321150268,WRITE
6-2,2323900268,2325700268,WRITE
6-2,2328450268,2330250268,WRITE
6-2,2333000268,2334800268,WRITE
6-2,2337550268,2339350268,WRITE
6-2,2342100268,2343900268,WRITE
6-2,2346650268,2348450268,WRITE
6-2,2351200268,2353000268,WRITE
6-2,2355750268,2357550268,WRITE
6-2,2360300268,2362100268,WRITE
6-2,2364850268,2366650268,WRITE
6-2,2369400268,2371200268,WRITE
6-2,2373950268,2375750268,WRITE
6-2,2378500268,2380300268,WRITE
6-2,2383050268,2384850268,WRITE
6-2,2387600268,2389400268,WRITE
6-2,2392150268,2393950268,WRITE
6-2,2396700268,2398500268,WRITE
6-2,2401250268,2403050268,WRITE
6-2,2405800268,2407600268,WRITE
6-2,2410350268,2412150268,WRITE
6-2,2414900268,2416700268,WRITE
6-2,2419450268,2421250268,WRITE
6-2,2424000268,2425800268,WRITE
6-2,2428550268,2430350268,WRITE
6-2,2433100268,2434900268,WRITE
6-2,2437650268,2439450268,WRITE
6-2,2442200268,2444000268,WRITE
6-2,2446750268,2448550268,WRITE
6-2,2451300268,2453100268,WRITE
6-2,2455850268,2457650268,WRITE
6-2,2460400268,2462200268,WRITE
6-2,2464950268,2466750268,WRITE
6-2,2469500268,2471300268,WRITE
6-2,2474050268,2475850268,WRITE
6-2,2478600268,2480400268,WRITE
6-2,2483150268,2484950268,WRITE
6-2,2487700268,2489500268,WRITE
6-2,2492250268,2494050268,WRITE
6-2,2496800268,2498600268,WRITE
6-2,2501350268,2503150268,WRITE
6-2,2505900268,2507700268,WRITE
6-2,2510450268,2512250268,WRITE
6-2,2515000268,2516800268,WRITE
6-2,2519550268,2521350268,WRITE
6-2,2524100268,2525900268,WRITE
6-2,2528650268,2530450268,WRITE
6-2,2533200268,2535000268,WRITE
6-2,2537750268,2539550268,WRITE
6-2,2542300268,2544100268,WRITE
6-2,2546850268,2548650268,WRITE
6-2,2551400268,2553200268,WRITE
6-2,2555950268,2557750268,WRITE
6-2,2560500268,2562300268,WRITE
6-2,2565050268,2566850268,WRITE
6-2,2569600268,2571400268,WRITE
6-2,2574150268,2575950268,WRITE
6-2,2578700268,2580500268,WRITE
6-2,2583250268,2585050268,WRITE
6-2,2587800268,2589600268,WRITE
6-2,2592350268,2594150268,WRITE
6-2,2596900268,2598700268,WRITE
6-2,2601450268,2603250268,WRITE
6-2,2606000268,2607800268,WRITE
6-2,2610550268,2612350268,WRITE
6-2,2615100268,2616900268,WRITE
6-2,2619650268,2621450268,WRITE
6-2,2624200268,2626000268,WRITE
6-2,2628750268,2630550268,WRITE
6-2,2633300268,2635100268,WRITE
6-2,2637850268,2639650268,WRITE
6-2,2642400268,2644200268,WRITE
6-2,2646950268,2648750268,WRITE
6-2,2651500268,2653300268,WRITE
6-2,2656050268,2657850268,WRITE
6-2,2660600268,2662400268,WRITE
6-2,2665150268,2666950268,WRITE
6-2,2669700268,2671500268,WRITE
6-2,2674250268,2676050268,WRITE
6-2,2678800268,2680600268,WRITE
6-2,2683350268,2685150268,WRITE
6-2,2687900268,2689700268,WRITE
6-2,2692450268,2694250268,WRITE
6-2,2697000268,2698800268,WRITE
6-2,2701550268,2703350268,WRITE
6-2,2706100268,2707900268,WRITE
6-2,2710650268,2712450268,WRITE
6-2,2715200268,2717000268,WRITE
6-2,2719750268,2721550268,WRITE
6-2,2724300268,2726100268,WRITE
6-2,2728850268,2730650268,WRITE
6-2,2733400268,2735200268,WRITE
6-2,2737950268,2739750268,WRITE
6-2,2742500268,2744300268,WRITE
6-2,2747050268,2748850268,WRITE
6-2,2751600268,2753400268,WRITE
6-2,2756150268,2757950268,WRITE
6-2,2760700268,2762500268,WRITE
6-2,2765250268,2767050268,WRITE
6-2,2769800268,2771600268,WRITE
6-2,2774350268,2776150268,WRITE
6-2,2778900268,2780700268,WRITE
6-2,2783450268,2785250268,WRITE
6-2,2788000268,2789800268,WRITE
6-2,2792550268,2794350268,WRITE
6-2,2797100268,2798900268,WRITE
6-2,2801650268,2803450268,WRITE
6-2,2806200268,2808000268,WRITE
6-2,2810750268,2812550268,WRITE
6-2,2815300268,2817100268,WRITE
6-2,2819850268,2821650268,WRITE
6-2,2824400268,2826200268,WRITE
6-2,2828950268,2830750268,WRITE
6-2,2833500268,2835300268,WRITE
6-2,2838050268,2839850268,WRITE
6-2,2842600268,2844400268,WRITE
6-2,2847150268,2848950268,WRITE
6-2,2851700268,2853500268,WRITE
6-2,2856250268,2858050268,WRITE
6-2,2860800268,2862600268,WRITE
6-2,2865350268,2867150268,WRITE
6-2,2869900268,2871700268,WRITE
6-2,2874450268,2876250268,WRITE
6-2,2879000268,2880800268,WRITE
6-2,2883550268,2885350268,WRITE
6-2,2888100268,2889900268,WRITE
6-2,2892650268,2894450268,WRITE
6-2,2897200268,2899000268,WRITE
6-2,2901750268,2903550268,WRITE
6-2,2906300268,2908100268,WRITE
6-2,2910850268,2912650268,WRITE
6-2,2915400268,2917200268,WRITE
6-2,2919950268,2921750268,WRITE
6-2,2924500268,2926300268,WRITE
6-2,2929050268,2930850268,WRITE
6-2,2933600268,2935400268,WRITE
6-2,2938150268,2939950268,WRITE
6-2,2942700268,2944500268,WRITE
6-2,2947250268,2949050268,WRITE
6-2,2951800268,2953600268,WRITE
6-2,2956350268,2958150268,WRITE
6-2,2960900268,2962700268,WRITE
6-2,2965450268,2967250268,WRITE
6-2,2970000268,2971800268,WRITE
6-2,2974550268,2976350268,WRITE
6-2,2979100268,2980900268,WRITE
6-2,2983650268,2985450268,WRITE
6-2,2988200268,2990000268,WRITE
6-2,2992750268,2994550268,WRITE
6-2,2997300268,2999100268,WRITE
6-2,3001850268,3003650268,WRITE
6-2,3006400268,3008200268,WRITE
6-2,3010950268,3012750268,WRITE
6-2,3015500268,3017300268,WRITE
6-2,3020050268,3021850268,WRITE
6-2,3024600268,3026400268,WRITE
6-2,3029150268,3030950268,WRITE
6-2,3033700268,3035500268,WRITE
6-2,3038250268,3040050268,WRITE
6-2,3042800268,3044600268,WRITE
6-2,3047350268,3049150268,WRITE
6-2,3051900268,3053700268,WRITE
6-2,3056450268,3058250268,WRITE
6-2,3061000268,3062800268,WRITE
6-2,3065550268,3067350268,WRITE
6-2,3070100268,3071900268,WRITE
6-2,3074650268,3076450268,WRITE
6-2,3079200268,3081000268,WRITE
6-2,3083750268,3085550268,WRITE
6-2,3088300268,3090100268,WRITE
6-2,3092850268,3094650268,WRITE
6-2,3097400268,3099200268,WRITE
6-2,3101950268,3103750268,WRITE
6-2,3106500268,3108300268,WRITE
6-2,3111050268,3112850268,WRITE
6-2,3115600268,3117400268,WRITE
6-2,3120150268,3121950268,WRITE
6-2,3124700268,3126500268,WRITE
6-2,3129250268,3131050268,WRITE
6-2,3133800268,3135600268,WRITE
6-2,3138350268,3140150268,WRITE
6-2,3142900268,3144700268,WRITE
6-2,3147450268,3149250268,WRITE
6-2,3152000268,3153800268,WRITE
6-2,3156550268,3158350268,WRITE
6-2,3161100268,3162900268,WRITE
6-2,3165650268,3167450268,WRITE
6-2,3170200268,3172000268,WRITE
6-2,3174750268,3176550268,WRITE
6-2,3179300268,3181100268,WRITE
6-2,3183850268,3185650268,WRITE
6-2,3188400268,3190200268,WRITE
6-2,3192950268,3194750268,WRITE
6-2,3197500268,3199300268,WRITE
6-2,3202050268,3203850268,WRITE
6-2,3206600268,3208400268,WRITE
6-2,3211150268,3212950268,WRITE
6-2,3215700268,3217500268,WRITE
6-2,3220250268,3222050268,WRITE
6-2,3224800268,3226600268,WRITE
6-2,3229350268,3231150268,WRITE
6-2,3233900268,3235700268,WRITE
6-2,3238450268,3240250268,WRITE
6-2,3243000268,3244800268,WRITE
6-2,3247550268,3249350268,WRITE
6-2,3252100268,3253900268,WRITE
6-2,3256650268,3258450268,WRITE
6-2,3261200268,3263000268,WRITE
6-2,3265750268,3267550268,WRITE
6-2,3270300268,3272100268,WRITE
6-2,3274850268,3276650268,WRITE
6-2,3279400268,3281200268,WRITE
6-2,3283950268,3285750268,WRITE
6-2,3288500268,3290300268,WRITE
6-2,3293050268,3294850268,WRITE
6-2,3297600268,3299400268,WRITE
6-2,3302150268,3303950268,WRITE
6-2,3306700268,3308500268,WRITE
6-2,3311250268,3313050268,WRITE
6-2,3315800268,3317600268,WRITE
6-2,3320350268,3322150268,WRITE
6-2,3324900268,3326700268,WRITE
6-2,3329450268,3331250268,WRITE
6-2,3334000268,3335800268,WRITE
6-2,3338550268,3340350268,WRITE
6-2,3343100268,3344900268,WRITE
6-2,3347650268,3349450268,WRITE
6-2,3352200268,3354000268,WRITE
6-2,3356750268,3358550268,WRITE
6-2,3361300268,3363100268,WRITE
6-2,3365850268,3367650268,WRITE
6-2,3370400268,3372200268,WRITE
6-2,3374950268,3376750268,WRITE
6-2,3379500268,3381300268,WRITE
6-2,3384050268,3385850268,WRITE
6-2,3388600268,3390400268,WRITE
6-2,3393150268,3394950268,WRITE
6-2,3397700268,3399500268,WRITE
6-2,3402250268,3404050268,WRITE
6-2,3406800268,3408600268,WRITE
6-2,3411350268,3413150268,WRITE
6-2,3415900268,3417700268,WRITE
6-2,3420450268,3422250268,WRITE
6-2,3425000268,3426800268,WRITE
6-2,3429550268,3431350268,WRITE
6-2,3434100268,3435900268,WRITE
6-2,3438650268,3440450268,WRITE
6-2,3443200268,3445000268,WRITE
6-2,3447750268,3449550268,WRITE
6-2,3452300268,3454100268,WRITE
6-2,3456850268,3458650268,WRITE
6-2,3461400268,3463200268,WRITE
6-2,3465950268,3467750268,WRITE
6-2,3470500268,3472300268,WRITE
6-2,3475050268,3476850268,WRITE
6-2,3479600268,3481400268,WRITE
6-2,3484150268,3485950268,WRITE
6-2,3488700268,3490500268,WRITE
6-2,3493250268,3495050268,WRITE
6-2,3497800268,3499600268,WRITE
6-2,3502350268,3504150268,WRITE
6-2,3506900268,3508700268,WRITE
6-2,3511450268,3513250268,WRITE
6-2,3516000268,3517800268,WRITE
6-2,3520550268,3522350268,WRITE
6-2,3525100268,3526900268,WRITE
6-2,3529650268,3531450268,WRITE
6-2,3534200268,3536000268,WRITE
6-2,3538750268,3540550268,WRITE
6-2,3543300268,3545100268,WRITE
6-2,3547850268,3549650268,WRITE
6-2,3552400268,3554200268,WRITE
6-2,3556950268,3558750268,WRITE
6-2,3561500268,3563300268,WRITE
6-2,3566050268,3567850268,WRITE
6-2,3570600268,3572400268,WRITE
6-2,3575150268,3576950268,WRITE
6-2,3579700268,3581500268,WRITE
6-2,3584250268,3586050268,WRITE
6-2,3588800268,3590600268,WRITE
6-2,3593350268,3595150268,WRITE
6-2,3597900268,3599700268,WRITE
6-2,3602450268,3604250268,WRITE
6-2,3607000268,3608800268,WRITE
6-2,3611550268,3613350268,WRITE
6-2,3616100268,3617900268,WRITE
6-2,3620650268,3622450268,WRITE
6-2,3625200268,3627000268,WRITE
6-2,3627950268,4241750268,WRITE
6-2,4296650268,4296750268,READ
6-2,4297250268,4297350268,READ
6-2,4297850268,4297950268,READ
6-2,4298450268,4298550268,READ
6-2,4299050268,4299150268,READ
6-2,4299650268,4299750268,READ
6-2,4300250268,4300350268,READ
6-2,4300850268,4300950268,READ
6-2,4301450268,4301550268,READ
6-2,4302050268,4302150268,READ
6-2,4302650268,4302750268,READ
6-2,4303250268,4303350268,READ
6-2,4303850268,4303950268,READ
6-2,4304450268,4304550268,READ
6-2,4305050268,4305150268,READ
6-2,4305650268,4305750268,READ
6-2,4306250268,4306350268,READ
6-2,4306850268,4306950268,READ
6-2,4307450268,4307550268,READ
6-2,4308050268,4308150268,READ
6-2,4308650268,4308750268,READ
6-2,4309250268,4309350268,READ
6-2,4309850268,4309950268,READ
6-2,4310450268,4310550268,READ
6-2,4311050268,4311150268,READ
6-2,4311650268,4311750268,READ
6-2,4312250268,4312350268,READ
6-2,4312850268,4312950268,READ
6-2,4313450268,4313550268,READ
6-2,4314050268,4314150268,READ
6-2,4314650268,4314750268,READ
6-2,4315250268,4315350268,READ
6-2,4315850268,4315950268,READ
6-2,4316450268,4316550268,READ
6-2,4317050268,4317150268,READ
6-2,4317650268,4317750268,READ
6-2,4318250268,4318350268,READ
6-2,4318850268,4318950268,READ
6-2,4319450268,4319550268,READ
6-2,4320050268,4320150268,READ
6-2,4320650268,4320750268,READ
6-2,4321250268,4321350268,READ
6-2,4321850268,4321950268,READ
6-2,4322450268,4322550268,READ
6-2,4323050268,4323150268,READ
6-2,4323650268,4323750268,READ
6-2,4324250268,4324350268,READ
6-2,4324850268,4324950268,READ
6-2,4325450268,4325550268,READ
6-2,4326050268,4326150268,READ
6-2,4326650268,4326750268,READ
6-2,4327250268,4327350268,READ
6-2,4327850268,4327950268,READ
6-2,4328450268,4328550268,READ
6-2,4329050268,4329150268,READ
6-2,4329650268,4329750268,READ
6-2,4330250268,4330350268,READ
6-2,4330850268,4330950268,READ
6-2,4331450268,4331550268,READ
6-2,4332050268,4332150268,READ
6-2,4332650268,4332750268,READ
6-2,4333250268,4333350268,READ
6-2,4333850268,4333950268,READ
6-2,4334450268,4334550268,READ
6-2,4338650268,4338750268,READ
6-2,4339250268,4339350268,READ
6-2,4339850268,4339950268,READ
6-2,4340450268,4340550268,READ
6-2,4341050268,4341150268,READ
